ID,Name,Age,Gender,Sales,Profit,Date,Category,Discount
1275,Charlie,20.0,Male,200.0,10.0,,,5.0
1276,Bob,25.0,Male,100.0,40.0,2023-01-01,Grocery,20.0
1277,Alice,25.0,Male,400.0,20.0,,Furniture,20.0
1278,Eve,25.0,Male,248.95738893925656,40.0,,Grocery,15.0
1279,Bob,20.0,Female,300.0,30.0,,Furniture,10.0
1280,Bob,30.0,Male,100.0,10.0,2023-01-01,Furniture,10.0
1281,Alice,25.0,Other,200.0,30.0,2023-02-15,Furniture,5.0
1282,Bob,25.0,Other,248.95738893925656,24.992101105845183,,,15.0
1283,Eve,30.0,Female,100.0,24.992101105845183,2023-02-15,Furniture,20.0
1284,Bob,25.0,Male,100.0,30.0,2023-02-15,Grocery,
1285,Eve,35.0,Other,300.0,30.0,,Electronics,
1286,Alice,35.0,Female,400.0,24.992101105845183,,Grocery,5.0
1287,Charlie,25.0,Other,400.0,20.0,2023-01-01,,5.0
1288,Bob,20.0,Female,400.0,10.0,,Furniture,5.0
1289,Charlie,25.0,Female,200.0,40.0,,Electronics,15.0
1290,Eve,25.0,,100.0,30.0,2023-02-15,,
1291,Bob,20.0,,200.0,10.0,,Clothing,15.0
1292,David,20.0,Male,100.0,40.0,,Clothing,15.0
1293,Charlie,30.0,,300.0,40.0,,Clothing,20.0
1294,Bob,30.0,Female,300.0,30.0,,Electronics,15.0
1295,Charlie,20.0,Other,200.0,20.0,,Grocery,15.0
1296,Bob,35.0,Other,200.0,20.0,2023-01-01,Electronics,20.0
1297,Alice,35.0,Male,300.0,10.0,,Electronics,10.0
1298,Charlie,25.0,,248.95738893925656,10.0,2023-01-01,Electronics,20.0
1299,David,25.0,Male,400.0,24.992101105845183,2023-02-15,Clothing,5.0
1300,David,25.0,Female,400.0,20.0,,Grocery,10.0
1301,Eve,25.0,,300.0,10.0,,Electronics,
1302,Bob,25.0,Male,400.0,24.992101105845183,2023-01-01,Grocery,15.0
1303,Charlie,20.0,Other,248.95738893925656,40.0,2023-02-15,Furniture,10.0
1304,Eve,35.0,Other,248.95738893925656,10.0,,Electronics,
1305,Charlie,25.0,Male,100.0,24.992101105845183,2023-01-01,Electronics,20.0
1306,Bob,25.0,Male,200.0,20.0,2023-01-01,Electronics,20.0
1307,David,30.0,Male,400.0,40.0,2023-02-15,Furniture,5.0
1308,Alice,25.0,Female,248.95738893925656,10.0,,Furniture,5.0
1309,David,35.0,Female,200.0,20.0,,Clothing,10.0
1310,Eve,20.0,Other,200.0,40.0,,,15.0
1311,Alice,25.0,Female,100.0,30.0,,Grocery,20.0
1312,Eve,25.0,Female,200.0,20.0,2023-01-01,,10.0
1313,Bob,25.0,,200.0,30.0,,Electronics,10.0
1314,Alice,30.0,Female,300.0,10.0,,Electronics,10.0
1315,Eve,30.0,,100.0,24.992101105845183,,Clothing,5.0
1316,Bob,20.0,Female,100.0,10.0,,,20.0
1317,David,35.0,Other,400.0,20.0,2023-01-01,Electronics,5.0
1318,Bob,20.0,Male,200.0,30.0,2023-01-01,,5.0
1319,Charlie,25.0,Other,400.0,30.0,2023-02-15,Clothing,10.0
1320,Bob,25.0,Female,248.95738893925656,40.0,2023-01-01,,
1321,Bob,30.0,Male,200.0,10.0,2023-02-15,Grocery,
1322,Charlie,35.0,Male,248.95738893925656,10.0,,Clothing,
1323,Eve,25.0,Male,300.0,20.0,2023-02-15,,10.0
1324,Eve,35.0,,200.0,30.0,,Electronics,15.0
1325,Bob,25.0,Other,400.0,20.0,2023-02-15,Furniture,20.0
1326,Charlie,25.0,,400.0,20.0,,Furniture,10.0
1327,Charlie,35.0,Male,200.0,30.0,,Clothing,10.0
1328,David,35.0,Other,400.0,20.0,2023-02-15,Furniture,5.0
1329,Eve,25.0,Other,200.0,30.0,2023-01-01,Grocery,
1330,Alice,25.0,Female,100.0,20.0,,Clothing,10.0
1331,Eve,35.0,,400.0,24.992101105845183,,Electronics,15.0
1332,Eve,25.0,,200.0,20.0,2023-01-01,Electronics,20.0
1333,David,25.0,Female,200.0,20.0,,Clothing,15.0
1334,Alice,25.0,,400.0,24.992101105845183,,Furniture,10.0
1335,David,25.0,Male,100.0,10.0,,Furniture,10.0
1336,Alice,35.0,Male,400.0,30.0,2023-01-01,Electronics,5.0
1337,Bob,25.0,,200.0,40.0,,Grocery,15.0
1338,Alice,35.0,Female,100.0,24.992101105845183,2023-02-15,Furniture,5.0
1339,David,20.0,Other,248.95738893925656,10.0,,Grocery,15.0
1340,Eve,20.0,,300.0,20.0,,Furniture,
1341,Alice,25.0,Other,400.0,10.0,,Clothing,
1342,Alice,25.0,Female,200.0,24.992101105845183,,,15.0
1343,Charlie,35.0,Other,100.0,20.0,2023-02-15,Electronics,5.0
1344,Eve,35.0,Female,100.0,10.0,2023-01-01,Clothing,
1345,Bob,25.0,Female,248.95738893925656,40.0,2023-02-15,Furniture,10.0
1346,David,25.0,Male,400.0,30.0,2023-02-15,Electronics,20.0
1347,Bob,20.0,Male,100.0,30.0,2023-02-15,,5.0
1348,Eve,30.0,Female,248.95738893925656,24.992101105845183,,,15.0
1349,Alice,25.0,,200.0,20.0,2023-01-01,Furniture,20.0
1350,Alice,30.0,Male,248.95738893925656,20.0,,Electronics,20.0
1351,Eve,25.0,Female,400.0,30.0,2023-02-15,Furniture,10.0
1352,Alice,25.0,Other,248.95738893925656,10.0,,,5.0
1353,Alice,25.0,Other,100.0,20.0,2023-02-15,Clothing,20.0
1354,Alice,20.0,,100.0,40.0,2023-01-01,Clothing,5.0
1355,David,20.0,Other,300.0,40.0,,Grocery,10.0
1356,David,30.0,Other,248.95738893925656,20.0,2023-01-01,,15.0
1357,Charlie,25.0,Female,200.0,20.0,2023-02-15,,20.0
1358,Bob,35.0,Other,400.0,30.0,2023-01-01,Furniture,20.0
1359,Eve,20.0,Other,300.0,24.992101105845183,,Grocery,20.0
1360,Eve,35.0,Other,248.95738893925656,30.0,,Grocery,5.0
1361,Eve,35.0,Other,200.0,24.992101105845183,2023-01-01,Electronics,20.0
1362,Charlie,25.0,Female,300.0,40.0,,Furniture,5.0
1363,David,30.0,Other,100.0,24.992101105845183,,Clothing,
1364,Charlie,25.0,,400.0,30.0,2023-02-15,Electronics,
1365,Eve,20.0,Male,248.95738893925656,20.0,2023-02-15,Grocery,5.0
1366,Bob,35.0,,200.0,24.992101105845183,,Clothing,
1367,Alice,25.0,Male,100.0,30.0,2023-01-01,,10.0
1368,David,25.0,,300.0,40.0,,Furniture,10.0
1369,David,25.0,Male,400.0,24.992101105845183,2023-02-15,Grocery,
1370,Charlie,20.0,Male,300.0,40.0,2023-01-01,,15.0
1371,David,30.0,Male,300.0,40.0,,Grocery,5.0
1372,Eve,25.0,Male,200.0,10.0,2023-02-15,Clothing,
1373,Eve,20.0,Female,100.0,24.992101105845183,,Electronics,5.0
1374,Charlie,35.0,,248.95738893925656,30.0,,Clothing,
1375,Eve,25.0,Male,200.0,24.992101105845183,,Furniture,10.0
1376,Bob,20.0,,400.0,24.992101105845183,2023-01-01,Furniture,15.0
1377,Charlie,25.0,Other,300.0,40.0,2023-02-15,Grocery,5.0
1378,Bob,25.0,Male,400.0,40.0,2023-02-15,Clothing,15.0
1379,Alice,25.0,,200.0,40.0,,Electronics,10.0
1380,Bob,20.0,Female,200.0,40.0,,Furniture,20.0
1381,Alice,25.0,,248.95738893925656,30.0,,Electronics,20.0
1382,Alice,25.0,Male,300.0,20.0,,,5.0
1383,Bob,35.0,Other,200.0,10.0,,Grocery,10.0
1384,Charlie,30.0,,400.0,40.0,2023-01-01,Electronics,5.0
1385,Eve,30.0,Other,248.95738893925656,40.0,,Grocery,5.0
1386,Eve,25.0,Female,400.0,10.0,2023-02-15,,5.0
1387,Alice,25.0,,300.0,40.0,,Electronics,15.0
1388,Alice,25.0,,248.95738893925656,20.0,2023-02-15,Electronics,
1389,Charlie,25.0,Female,248.95738893925656,24.992101105845183,,,10.0
1390,David,35.0,Female,248.95738893925656,10.0,,Clothing,15.0
1391,Bob,25.0,Female,100.0,30.0,2023-02-15,Electronics,
1392,Alice,25.0,Male,248.95738893925656,10.0,,Electronics,5.0
1393,Eve,35.0,Male,400.0,20.0,2023-01-01,Furniture,20.0
1394,Charlie,20.0,,400.0,30.0,,Clothing,15.0
1395,Bob,30.0,,300.0,24.992101105845183,,Electronics,10.0
1396,Charlie,25.0,,200.0,40.0,,,10.0
1397,Bob,25.0,Other,200.0,10.0,,Grocery,
1398,Bob,25.0,Female,100.0,30.0,,,15.0
1399,Alice,35.0,,248.95738893925656,10.0,,Clothing,5.0
1400,Charlie,20.0,Female,100.0,24.992101105845183,,Furniture,
1401,Charlie,25.0,Male,300.0,10.0,2023-02-15,Furniture,10.0
1402,Eve,20.0,Female,300.0,30.0,2023-02-15,Furniture,15.0
1403,Eve,35.0,Other,200.0,20.0,,,20.0
1404,Alice,25.0,Other,300.0,30.0,,Grocery,5.0
1405,Alice,30.0,Female,248.95738893925656,10.0,2023-01-01,Grocery,10.0
1406,David,25.0,Other,400.0,24.992101105845183,,Electronics,15.0
1407,Eve,25.0,Other,300.0,40.0,2023-02-15,Grocery,20.0
1408,Bob,30.0,Male,100.0,40.0,2023-02-15,Grocery,10.0
1409,Charlie,25.0,,248.95738893925656,24.992101105845183,,Electronics,20.0
1410,Alice,30.0,Other,300.0,10.0,,,10.0
1411,Charlie,20.0,,300.0,24.992101105845183,,,
1412,Charlie,35.0,Female,248.95738893925656,10.0,2023-01-01,Clothing,
1413,David,25.0,Female,300.0,30.0,2023-01-01,,
1414,Eve,25.0,Other,400.0,20.0,,Furniture,15.0
1415,Alice,20.0,Female,200.0,10.0,,Furniture,
1416,Charlie,25.0,Male,248.95738893925656,40.0,2023-02-15,Clothing,15.0
1417,Alice,20.0,Other,100.0,40.0,,Grocery,5.0
1418,Bob,25.0,Other,300.0,20.0,2023-01-01,Clothing,
1419,David,25.0,Other,200.0,10.0,2023-02-15,Electronics,15.0
1420,Bob,25.0,Female,100.0,20.0,2023-01-01,Clothing,10.0
1421,Alice,30.0,Female,100.0,30.0,,Clothing,15.0
1422,Alice,25.0,Other,400.0,20.0,2023-01-01,Furniture,15.0
1423,Eve,30.0,,200.0,30.0,2023-02-15,Electronics,10.0
1424,Charlie,25.0,Female,248.95738893925656,40.0,2023-01-01,Electronics,15.0
1425,Charlie,30.0,Female,200.0,30.0,2023-02-15,Clothing,10.0
1426,Bob,25.0,Other,200.0,10.0,2023-02-15,Electronics,20.0
1427,David,25.0,,100.0,10.0,,Electronics,
1428,Charlie,35.0,Other,400.0,10.0,2023-01-01,,5.0
1429,Eve,25.0,Female,400.0,10.0,,Electronics,15.0
1430,Bob,30.0,Other,200.0,24.992101105845183,,Grocery,10.0
1431,Bob,35.0,Other,200.0,30.0,2023-01-01,Electronics,
1432,Eve,35.0,Other,300.0,10.0,2023-02-15,Furniture,15.0
1433,David,25.0,,100.0,20.0,,,
1434,Eve,25.0,Other,248.95738893925656,20.0,2023-01-01,Furniture,20.0
1435,David,25.0,Female,248.95738893925656,24.992101105845183,,Furniture,15.0
1436,Eve,35.0,Other,400.0,30.0,,Grocery,10.0
1437,Eve,25.0,,100.0,30.0,2023-02-15,,20.0
1438,Alice,25.0,Male,400.0,30.0,,Clothing,15.0
1439,Bob,25.0,,248.95738893925656,24.992101105845183,,Electronics,
1440,Eve,25.0,Other,200.0,30.0,,Grocery,20.0
1441,Eve,35.0,Male,100.0,30.0,2023-02-15,Grocery,10.0
1442,Charlie,35.0,Other,100.0,10.0,2023-01-01,Clothing,15.0
1443,Bob,20.0,,300.0,30.0,2023-02-15,Grocery,
1444,Charlie,25.0,Male,200.0,10.0,,Clothing,
1445,Bob,25.0,Male,200.0,10.0,2023-02-15,Clothing,20.0
1446,Charlie,25.0,Other,400.0,30.0,,Clothing,15.0
1447,Eve,30.0,Other,100.0,20.0,2023-02-15,Grocery,
1448,Eve,25.0,,400.0,40.0,2023-01-01,Clothing,20.0
1449,Alice,35.0,Other,200.0,20.0,,Grocery,5.0
1450,Charlie,25.0,Male,300.0,30.0,,,
1451,David,20.0,Female,100.0,30.0,,Clothing,20.0
1452,Alice,25.0,Female,200.0,20.0,,Grocery,5.0
1453,Charlie,25.0,,300.0,30.0,,Grocery,20.0
1454,Charlie,25.0,Other,248.95738893925656,10.0,,Grocery,
1455,Alice,35.0,,200.0,24.992101105845183,,Electronics,5.0
1456,Eve,30.0,Female,248.95738893925656,30.0,2023-01-01,Electronics,20.0
1457,Charlie,35.0,Female,400.0,30.0,2023-02-15,Clothing,15.0
1458,Eve,25.0,Other,248.95738893925656,20.0,,,5.0
1459,Alice,20.0,Male,200.0,10.0,,Clothing,20.0
1460,Eve,35.0,Other,248.95738893925656,20.0,,Furniture,15.0
1461,Bob,30.0,Female,100.0,20.0,,Furniture,5.0
1462,David,35.0,Male,200.0,30.0,2023-01-01,,20.0
1463,Charlie,25.0,,300.0,10.0,2023-02-15,,
1464,David,25.0,Female,248.95738893925656,30.0,,,5.0
1465,Eve,25.0,,100.0,30.0,2023-02-15,Electronics,5.0
1466,Charlie,25.0,Male,400.0,30.0,,Electronics,15.0
1467,Eve,25.0,,400.0,30.0,,Furniture,20.0
1468,Bob,25.0,Female,248.95738893925656,24.992101105845183,2023-02-15,,
1469,Alice,25.0,Other,400.0,40.0,2023-01-01,Grocery,15.0
1470,Charlie,20.0,,300.0,10.0,2023-02-15,Furniture,5.0
1471,Bob,30.0,Female,200.0,24.992101105845183,2023-02-15,,15.0
1472,Bob,25.0,Female,100.0,40.0,,Grocery,15.0
1473,Charlie,30.0,Male,248.95738893925656,40.0,,,15.0
1474,Eve,25.0,Female,400.0,40.0,,Clothing,5.0
1475,Bob,35.0,Other,200.0,24.992101105845183,,Grocery,10.0
1476,David,25.0,Other,300.0,10.0,2023-01-01,Clothing,15.0
1477,Bob,25.0,,400.0,20.0,2023-01-01,Electronics,10.0
1478,Eve,20.0,,400.0,40.0,2023-01-01,Furniture,
1479,Eve,35.0,,100.0,20.0,,,
1480,David,35.0,,300.0,20.0,2023-01-01,Furniture,
1481,Bob,25.0,Other,300.0,30.0,2023-01-01,,20.0
1482,Eve,25.0,Male,248.95738893925656,20.0,,Clothing,5.0
1483,Charlie,20.0,,100.0,30.0,,Grocery,10.0
1484,Alice,35.0,Male,248.95738893925656,10.0,2023-02-15,Grocery,20.0
1485,Alice,20.0,Female,100.0,10.0,2023-01-01,,10.0
1486,Alice,35.0,Female,300.0,30.0,,Clothing,5.0
1487,Bob,25.0,,100.0,10.0,2023-02-15,,15.0
1488,David,35.0,Female,100.0,40.0,2023-01-01,,20.0
1489,Eve,35.0,Male,100.0,10.0,2023-02-15,,5.0
1490,Charlie,30.0,Male,200.0,30.0,2023-02-15,Grocery,20.0
1491,Charlie,25.0,Female,200.0,40.0,,,
1492,Bob,25.0,,300.0,20.0,,Grocery,20.0
1493,Alice,25.0,Male,100.0,20.0,2023-01-01,Electronics,15.0
1494,Bob,25.0,Male,300.0,20.0,2023-01-01,Clothing,15.0
1495,David,25.0,Other,200.0,30.0,,Electronics,10.0
1496,David,25.0,,100.0,20.0,2023-01-01,,20.0
1497,Eve,25.0,Other,248.95738893925656,10.0,2023-01-01,Grocery,
1498,Eve,30.0,Female,200.0,20.0,,Clothing,15.0
1499,David,25.0,Female,200.0,24.992101105845183,2023-02-15,Furniture,10.0
1500,David,35.0,Other,200.0,24.992101105845183,2023-01-01,Clothing,
1501,David,25.0,,100.0,20.0,,Clothing,
1502,Bob,20.0,Male,400.0,20.0,,,
1503,David,20.0,Female,248.95738893925656,24.992101105845183,2023-01-01,Electronics,5.0
1504,Charlie,25.0,,248.95738893925656,20.0,2023-01-01,Electronics,15.0
1505,Alice,30.0,,300.0,40.0,,Furniture,5.0
1506,David,25.0,Female,100.0,24.992101105845183,,,5.0
1507,Alice,30.0,Female,200.0,30.0,,Clothing,15.0
1508,Bob,20.0,,400.0,24.992101105845183,,Electronics,20.0
1509,Alice,25.0,Male,100.0,10.0,,Electronics,10.0
1510,Bob,25.0,Other,100.0,40.0,2023-01-01,Grocery,15.0
1511,Charlie,30.0,Female,400.0,30.0,,Clothing,10.0
1512,Bob,30.0,Other,200.0,20.0,2023-01-01,,20.0
1513,Bob,25.0,,100.0,10.0,2023-02-15,Electronics,15.0
1514,Eve,35.0,Other,248.95738893925656,10.0,,,
1515,David,35.0,Male,248.95738893925656,40.0,2023-02-15,Clothing,15.0
1516,David,25.0,,400.0,30.0,,Clothing,20.0
1517,Charlie,35.0,Male,200.0,10.0,,Electronics,5.0
1518,Charlie,20.0,,400.0,30.0,2023-01-01,Furniture,15.0
1519,David,35.0,Male,100.0,30.0,,,
1520,Eve,25.0,,248.95738893925656,10.0,,,15.0
1521,David,35.0,Male,300.0,30.0,,Grocery,5.0
1522,Eve,25.0,,400.0,40.0,2023-01-01,Clothing,15.0
1523,Charlie,30.0,Male,300.0,10.0,,Clothing,
1524,Alice,20.0,,300.0,40.0,2023-02-15,Electronics,20.0
1525,Charlie,25.0,Male,248.95738893925656,40.0,,Electronics,
1526,Charlie,25.0,Female,400.0,30.0,,Electronics,20.0
1527,Bob,25.0,Other,300.0,30.0,2023-01-01,Grocery,
1528,Bob,30.0,,100.0,10.0,,Furniture,10.0
1529,Bob,30.0,Male,200.0,20.0,2023-02-15,Electronics,15.0
1530,Bob,20.0,Female,200.0,10.0,,Electronics,15.0
1531,Eve,25.0,,248.95738893925656,40.0,,Electronics,5.0
1532,David,20.0,,400.0,30.0,2023-02-15,Grocery,10.0
1533,Alice,35.0,,400.0,40.0,2023-01-01,,5.0
1534,Charlie,25.0,Other,200.0,24.992101105845183,,Furniture,15.0
1535,Eve,20.0,Male,100.0,24.992101105845183,2023-01-01,,5.0
1536,Alice,25.0,Male,200.0,40.0,2023-01-01,Clothing,20.0
1537,Eve,25.0,,200.0,20.0,,Clothing,10.0
1538,Eve,35.0,,400.0,20.0,2023-02-15,Electronics,
1539,Charlie,25.0,,300.0,10.0,,,20.0
1540,David,35.0,Female,100.0,10.0,,Grocery,
1541,Bob,35.0,,400.0,10.0,,Furniture,5.0
1542,David,25.0,Other,200.0,30.0,,,15.0
1543,Charlie,25.0,Male,300.0,20.0,2023-02-15,,20.0
1544,Charlie,25.0,Other,100.0,40.0,,Furniture,10.0
1545,Charlie,20.0,,248.95738893925656,24.992101105845183,,,
1546,Alice,25.0,Female,100.0,20.0,2023-01-01,,20.0
1547,David,20.0,,100.0,20.0,,Furniture,15.0
1548,David,30.0,,200.0,20.0,,Grocery,10.0
1549,Eve,30.0,,200.0,10.0,,Furniture,10.0
1550,Eve,30.0,,248.95738893925656,30.0,2023-01-01,Electronics,
1551,Eve,25.0,,248.95738893925656,40.0,2023-01-01,Electronics,20.0
1552,Charlie,25.0,Male,248.95738893925656,10.0,,Electronics,20.0
1553,David,20.0,Other,400.0,30.0,,Electronics,10.0
1554,Charlie,35.0,Female,400.0,20.0,,Clothing,5.0
1555,Alice,20.0,,200.0,30.0,,Grocery,10.0
1556,Eve,30.0,Female,200.0,10.0,,Clothing,15.0
1557,Charlie,20.0,Male,248.95738893925656,20.0,,,20.0
1558,Charlie,35.0,Other,400.0,10.0,2023-02-15,,
1559,Alice,25.0,,300.0,40.0,2023-02-15,Furniture,20.0
1560,Bob,20.0,Male,400.0,20.0,,Electronics,10.0
1561,David,30.0,Male,200.0,30.0,2023-01-01,Furniture,15.0
1562,Bob,30.0,Other,400.0,10.0,2023-01-01,,5.0
1563,Eve,25.0,,200.0,24.992101105845183,,Electronics,20.0
1564,Charlie,20.0,Other,248.95738893925656,30.0,2023-02-15,Grocery,10.0
1565,Alice,35.0,Other,248.95738893925656,30.0,2023-02-15,,10.0
1566,Alice,25.0,Female,248.95738893925656,20.0,,Furniture,10.0
1567,David,20.0,Female,300.0,30.0,,Furniture,15.0
1568,Bob,25.0,Other,300.0,10.0,,,10.0
1569,David,30.0,Female,200.0,24.992101105845183,,Clothing,10.0
1570,Charlie,35.0,Male,100.0,40.0,,Grocery,10.0
1571,David,35.0,Other,300.0,24.992101105845183,2023-01-01,,20.0
1572,Alice,35.0,,200.0,10.0,2023-01-01,,10.0
1573,Alice,30.0,,400.0,20.0,,Furniture,15.0
1574,Eve,20.0,Male,248.95738893925656,10.0,2023-01-01,Electronics,20.0
1575,Eve,25.0,,248.95738893925656,30.0,,Electronics,10.0
1576,Charlie,20.0,,248.95738893925656,20.0,,Electronics,5.0
1577,Bob,25.0,Other,200.0,40.0,2023-02-15,Furniture,15.0
1578,David,35.0,Male,248.95738893925656,40.0,2023-01-01,Electronics,5.0
1579,Charlie,20.0,Other,300.0,10.0,2023-01-01,,15.0
1580,Eve,35.0,Male,400.0,30.0,2023-02-15,Clothing,5.0
1581,David,25.0,Other,248.95738893925656,40.0,2023-01-01,Clothing,10.0
1582,Eve,35.0,Other,200.0,24.992101105845183,2023-02-15,Clothing,5.0
1583,David,35.0,Female,400.0,20.0,,Electronics,5.0
1584,Bob,25.0,,248.95738893925656,24.992101105845183,2023-01-01,Clothing,15.0
1585,Charlie,25.0,Male,100.0,40.0,,Electronics,10.0
1586,David,35.0,,248.95738893925656,40.0,2023-02-15,,15.0
1587,Alice,35.0,Female,300.0,10.0,,,10.0
1588,Alice,25.0,Male,400.0,10.0,,Furniture,
1589,David,25.0,Female,300.0,20.0,2023-01-01,Furniture,20.0
1590,David,20.0,,100.0,10.0,2023-02-15,Grocery,20.0
1591,David,25.0,Other,100.0,30.0,,,15.0
1592,Alice,25.0,Female,300.0,20.0,,Electronics,10.0
1593,Alice,25.0,Female,400.0,30.0,,Grocery,5.0
1594,David,30.0,Other,100.0,10.0,,,20.0
1595,Eve,25.0,,100.0,20.0,2023-02-15,Electronics,15.0
1596,Eve,25.0,Female,248.95738893925656,40.0,2023-01-01,,15.0
1597,Bob,35.0,,200.0,24.992101105845183,,,15.0
1598,Charlie,35.0,Other,100.0,40.0,2023-01-01,Electronics,10.0
1599,Eve,35.0,Male,400.0,30.0,2023-02-15,,15.0
1600,Alice,35.0,Female,400.0,40.0,,,
1601,Eve,30.0,,248.95738893925656,40.0,2023-01-01,,5.0
1602,Bob,25.0,Other,400.0,24.992101105845183,2023-02-15,Furniture,15.0
1603,Bob,35.0,Other,248.95738893925656,24.992101105845183,2023-01-01,Clothing,10.0
1604,Charlie,20.0,Female,100.0,40.0,2023-01-01,,5.0
1605,Eve,35.0,Male,100.0,24.992101105845183,,Electronics,5.0
1606,Alice,25.0,Female,100.0,40.0,2023-01-01,,20.0
1607,Alice,35.0,,100.0,20.0,,Furniture,15.0
1608,David,30.0,Other,200.0,40.0,2023-02-15,Furniture,15.0
1609,Alice,25.0,Male,200.0,10.0,2023-02-15,,10.0
1610,Charlie,25.0,,100.0,24.992101105845183,,Grocery,
1611,Charlie,25.0,Female,400.0,24.992101105845183,,Clothing,
1612,Alice,25.0,Other,248.95738893925656,30.0,2023-01-01,Electronics,20.0
1613,Alice,25.0,Female,300.0,30.0,2023-02-15,Electronics,
1614,David,20.0,Male,248.95738893925656,10.0,2023-02-15,Electronics,10.0
1615,Alice,25.0,Male,300.0,24.992101105845183,,Electronics,20.0
1616,David,25.0,Male,300.0,24.992101105845183,2023-02-15,Furniture,15.0
1617,David,25.0,Male,100.0,30.0,,Clothing,
1618,Alice,25.0,Male,300.0,30.0,,,10.0
1619,Bob,25.0,Female,100.0,40.0,2023-02-15,,10.0
1620,Bob,30.0,Male,200.0,24.992101105845183,,Grocery,15.0
1621,David,35.0,Male,400.0,24.992101105845183,,,10.0
1622,Alice,30.0,Other,300.0,40.0,2023-02-15,Clothing,20.0
1623,Bob,25.0,Male,400.0,24.992101105845183,2023-02-15,,20.0
1624,Alice,20.0,Other,100.0,10.0,2023-02-15,Furniture,5.0
1625,Alice,35.0,Other,300.0,30.0,,,15.0
1626,Alice,20.0,Other,248.95738893925656,30.0,,Electronics,10.0
1627,Eve,25.0,Female,200.0,30.0,,Electronics,
1628,Alice,25.0,Female,200.0,20.0,2023-01-01,Electronics,20.0
1629,Eve,20.0,,300.0,10.0,2023-02-15,Electronics,15.0
1630,David,20.0,,200.0,10.0,,Furniture,15.0
1631,Bob,20.0,Other,248.95738893925656,40.0,2023-01-01,Furniture,20.0
1632,Bob,25.0,Female,400.0,20.0,2023-01-01,Furniture,5.0
1633,Bob,25.0,Male,248.95738893925656,24.992101105845183,2023-02-15,,15.0
1634,Bob,20.0,,200.0,10.0,2023-01-01,Electronics,10.0
1635,Bob,35.0,Female,400.0,20.0,,Grocery,
1636,Bob,25.0,Male,248.95738893925656,20.0,2023-01-01,Grocery,
1637,Bob,30.0,Male,100.0,10.0,2023-01-01,Electronics,20.0
1638,David,30.0,Female,100.0,40.0,,Clothing,15.0
1639,Alice,35.0,,400.0,20.0,2023-01-01,,
1640,Charlie,25.0,Female,400.0,30.0,2023-01-01,Grocery,15.0
1641,Eve,20.0,,400.0,20.0,,Furniture,20.0
1642,Charlie,25.0,Other,100.0,24.992101105845183,2023-01-01,Clothing,5.0
1643,Charlie,20.0,Female,248.95738893925656,10.0,2023-01-01,Furniture,
1644,Alice,25.0,Female,400.0,24.992101105845183,,Clothing,10.0
1645,Alice,30.0,,100.0,40.0,,Clothing,20.0
1646,Alice,20.0,,400.0,30.0,,,5.0
1647,Bob,35.0,Female,400.0,10.0,2023-02-15,Furniture,10.0
1648,David,25.0,Male,400.0,20.0,2023-02-15,Furniture,10.0
1649,Bob,35.0,Male,100.0,30.0,,Grocery,
1650,David,25.0,Male,248.95738893925656,20.0,2023-01-01,Electronics,15.0
1651,David,20.0,Other,100.0,40.0,,Electronics,20.0
1652,Charlie,20.0,Other,100.0,10.0,2023-02-15,Grocery,10.0
1653,Charlie,25.0,,400.0,40.0,2023-01-01,Clothing,
1654,David,30.0,Other,300.0,40.0,2023-01-01,Grocery,5.0
1655,David,25.0,Male,300.0,40.0,,Grocery,10.0
1656,Bob,35.0,Female,300.0,40.0,2023-02-15,Furniture,5.0
1657,Bob,35.0,Other,100.0,20.0,2023-01-01,Grocery,20.0
1658,Charlie,35.0,Other,400.0,24.992101105845183,,Clothing,
1659,Alice,20.0,Male,300.0,20.0,2023-01-01,Electronics,5.0
1660,David,35.0,Other,200.0,30.0,2023-02-15,,15.0
1661,Bob,25.0,,200.0,40.0,,Grocery,5.0
1662,Charlie,25.0,Female,200.0,30.0,,Grocery,5.0
1663,Bob,25.0,Male,248.95738893925656,20.0,2023-01-01,Furniture,
1664,David,20.0,,400.0,40.0,,Furniture,
1665,David,25.0,Male,100.0,20.0,,Grocery,10.0
1666,Eve,30.0,,100.0,40.0,,Grocery,5.0
1667,Alice,20.0,Female,400.0,20.0,2023-02-15,Clothing,5.0
1668,Eve,20.0,Female,248.95738893925656,10.0,,Electronics,
1669,Charlie,25.0,,400.0,24.992101105845183,,Electronics,15.0
1670,Bob,30.0,,248.95738893925656,24.992101105845183,2023-01-01,,
1671,Charlie,25.0,,300.0,40.0,,Electronics,15.0
1672,David,25.0,,300.0,10.0,,,
1673,Eve,30.0,,248.95738893925656,30.0,2023-02-15,Furniture,20.0
1674,Eve,20.0,,400.0,10.0,,,5.0
1675,Eve,30.0,Female,300.0,40.0,,,15.0
1676,Charlie,20.0,,400.0,10.0,,Electronics,20.0
1677,David,25.0,Other,300.0,30.0,2023-02-15,Grocery,15.0
1678,Bob,25.0,Female,400.0,40.0,2023-02-15,Furniture,10.0
1679,Bob,35.0,Male,400.0,24.992101105845183,,Clothing,10.0
1680,Charlie,35.0,Female,200.0,10.0,2023-01-01,,5.0
1681,Eve,35.0,Male,248.95738893925656,24.992101105845183,,,20.0
1682,Alice,25.0,Male,100.0,24.992101105845183,2023-01-01,,20.0
1683,Charlie,25.0,Other,248.95738893925656,20.0,,Grocery,10.0
